Age,Gender,MaritalStatus,EducationLevel,EducationBackground,JobRole,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,TotalWorkExperienceInYears,ExperienceYearsInCurrentRole,PerformanceRating,PerformanceResult
Main labor group,Male,Married,3,Technical Degree,Sales Executive,1,3,3,6,2,4,Exceed Expectation
Main labor group,Female,Single,3,Medical,Manager R&D,3,3,2,6,2,3,Meet Expectation
Main labor group,Female,Single,3,Marketing,Sales Representative,2,3,3,2,2,2,Needs Improvement
Main labor group,Male,Single,3,Life Sciences,Healthcare Representative,4,4,4,10,2,3,Meet Expectation
Main labor group,Male,Divorced,2,Marketing,Sales Executive,3,1,3,12,7,3,Meet Expectation
Main labor group,Male,Married,4,Medical,Research Scientist,4,1,3,6,0,3,Meet Expectation
Main labor group,Female,Single,3,Marketing,Sales Executive,4,4,2,13,7,3,Meet Expectation
Middle-aged labor group,Female,Single,4,Marketing,Sales Executive,4,3,4,8,1,3,Meet Expectation
Main labor group,Female,Single,3,Life Sciences,Sales Executive,1,3,2,11,0,4,Exceed Expectation
Main labor group,Female,Married,2,Medical,Laboratory Technician,3,2,2,9,1,3,Meet Expectation
Main labor group,Male,Single,4,Technical Degree,Research Scientist,2,2,3,12,7,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Healthcare Representative,2,3,3,15,0,3,Meet Expectation
Middle-aged labor group,Male,Married,3,Technical Degree,Research Scientist,3,4,3,6,0,3,Meet Expectation
Old labor group,Male,Married,3,Medical,Research Director,3,2,3,34,0,3,Meet Expectation
Main labor group,Male,Divorced,3,Technical Degree,Research Scientist,4,4,2,11,8,3,Meet Expectation
Middle-aged labor group,Male,Divorced,4,Life Sciences,Laboratory Technician,3,2,3,5,3,5,Outstanding
Main labor group,Male,Divorced,3,Life Sciences,Sales Executive,4,3,3,15,14,3,Meet Expectation
Old labor group,Female,Married,4,Medical,Manufacturing Director,1,4,2,27,2,3,Meet Expectation
Middle-aged labor group,Male,Single,3,Life Sciences,Human Resources,2,2,3,10,7,2,Needs Improvement
Main labor group,Female,Single,2,Life Sciences,Sales Executive,4,1,3,6,2,3,Meet Expectation
Young labor group,Male,Single,1,Marketing,Sales Representative,2,2,3,1,0,3,Meet Expectation
Main labor group,Female,Married,2,Other,Manager R&D,4,2,3,5,4,3,Meet Expectation
Young labor group,Female,Married,1,Medical,Manager R&D,3,3,3,1,0,3,Meet Expectation
Main labor group,Female,Married,4,Marketing,Sales Executive,1,1,3,13,7,2,Needs Improvement
Middle-aged labor group,Male,Divorced,4,Medical,Research Director,3,3,3,24,1,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Manager R&D,4,4,3,15,8,3,Meet Expectation
Middle-aged labor group,Male,Divorced,2,Medical,Research Scientist,3,3,2,6,3,3,Meet Expectation
Main labor group,Male,Divorced,2,Other,Human Resources,3,3,2,19,0,3,Meet Expectation
Main labor group,Male,Married,4,Life Sciences,Research Scientist,4,2,3,14,8,3,Meet Expectation
Middle-aged labor group,Male,Single,2,Life Sciences,Sales Executive,2,3,3,6,2,2,Needs Improvement
Main labor group,Female,Married,2,Life Sciences,Laboratory Technician,3,4,2,7,3,3,Meet Expectation
Main labor group,Male,Divorced,2,Medical,Manager R&D,2,3,3,15,7,2,Needs Improvement
Main labor group,Male,Divorced,3,Human Resources,Human Resources,1,4,3,13,10,2,Needs Improvement
Main labor group,Male,Married,4,Life Sciences,Laboratory Technician,4,3,2,11,1,3,Meet Expectation
Main labor group,Male,Divorced,3,Life Sciences,Sales Executive,3,4,3,7,1,3,Meet Expectation
Middle-aged labor group,Male,Single,3,Life Sciences,Research Scientist,1,3,2,7,2,2,Needs Improvement
Middle-aged labor group,Male,Single,3,Life Sciences,Healthcare Representative,2,1,1,11,2,2,Needs Improvement
Middle-aged labor group,Female,Divorced,1,Marketing,Sales Executive,3,4,4,23,14,3,Meet Expectation
Main labor group,Male,Married,2,Technical Degree,Sales Executive,2,3,3,10,8,2,Needs Improvement
Old labor group,Male,Divorced,3,Medical,Manager,2,4,2,37,9,2,Needs Improvement
Main labor group,Male,Married,4,Medical,Laboratory Technician,2,2,4,6,4,3,Meet Expectation
Middle-aged labor group,Female,Divorced,3,Life Sciences,Manager R&D,3,3,3,28,11,3,Meet Expectation
Main labor group,Female,Divorced,3,Life Sciences,Healthcare Representative,2,2,3,15,4,2,Needs Improvement
Old labor group,Female,Married,4,Medical,Research Scientist,4,2,2,14,1,3,Meet Expectation
Main labor group,Female,Married,4,Marketing,Sales Executive,1,4,3,9,2,2,Needs Improvement
Main labor group,Female,Married,4,Marketing,Sales Representative,2,1,2,20,2,3,Meet Expectation
Main labor group,Male,Single,3,Medical,Sales Executive,3,1,3,5,3,3,Meet Expectation
Old labor group,Male,Married,4,Life Sciences,Manager R&D,1,2,3,23,2,2,Needs Improvement
Young labor group,Female,Single,3,Medical,Manager R&D,2,3,1,0,0,3,Meet Expectation
Main labor group,Male,Married,5,Human Resources,Human Resources,4,3,3,2,0,3,Meet Expectation
Middle-aged labor group,Female,Married,4,Life Sciences,Sales Executive,3,2,4,10,7,4,Exceed Expectation
Main labor group,Female,Married,4,Other,Research Scientist,4,4,3,15,0,4,Exceed Expectation
Middle-aged labor group,Male,Married,4,Life Sciences,Sales Executive,1,3,3,7,7,2,Needs Improvement
Main labor group,Female,Single,2,Life Sciences,Manager R&D,4,3,2,6,4,3,Meet Expectation
Main labor group,Male,Married,1,Medical,Laboratory Technician,4,2,4,11,8,3,Meet Expectation
Main labor group,Male,Single,4,Marketing,Sales Executive,4,3,4,4,0,3,Meet Expectation
Middle-aged labor group,Male,Married,4,Technical Degree,Research Scientist,3,2,2,10,3,4,Exceed Expectation
Middle-aged labor group,Female,Single,4,Life Sciences,Laboratory Technician,2,3,3,7,2,2,Needs Improvement
Middle-aged labor group,Male,Divorced,2,Life Sciences,Manufacturing Director,4,3,2,12,8,3,Meet Expectation
Main labor group,Male,Divorced,2,Life Sciences,Human Resources,3,2,3,3,2,3,Meet Expectation
Main labor group,Male,Divorced,1,Life Sciences,Healthcare Representative,4,4,3,11,0,3,Meet Expectation
Middle-aged labor group,Male,Single,3,Life Sciences,Manager R&D,4,4,3,8,0,3,Meet Expectation
Main labor group,Male,Single,4,Marketing,Sales Executive,3,3,2,7,2,3,Meet Expectation
Middle-aged labor group,Female,Divorced,3,Technical Degree,Sales Executive,1,4,3,25,17,2,Needs Improvement
Main labor group,Female,Married,1,Medical,Sales Representative,2,4,3,9,8,2,Needs Improvement
Main labor group,Male,Married,1,Medical,Human Resources,4,4,3,1,0,3,Meet Expectation
Middle-aged labor group,Male,Married,3,Life Sciences,Manager R&D,4,4,3,29,10,3,Meet Expectation
Main labor group,Male,Single,2,Life Sciences,Research Scientist,4,2,2,1,0,4,Exceed Expectation
Old labor group,Male,Married,4,Technical Degree,Research Scientist,2,2,4,19,2,3,Meet Expectation
Main labor group,Female,Married,3,Medical,Sales Representative,2,4,3,1,0,3,Meet Expectation
Main labor group,Male,Single,3,Medical,Sales Representative,2,3,2,1,0,3,Meet Expectation
Young labor group,Male,Single,1,Life Sciences,Research Scientist,4,1,3,1,0,4,Exceed Expectation
Main labor group,Female,Married,4,Technical Degree,Sales Executive,2,1,3,10,9,2,Needs Improvement
Main labor group,Male,Married,3,Life Sciences,Sales Executive,3,4,3,9,3,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Laboratory Technician,4,2,3,11,2,3,Meet Expectation
Main labor group,Male,Married,4,Medical,Research Scientist,4,3,3,16,3,4,Exceed Expectation
Main labor group,Female,Married,2,Other,Manufacturing Director,4,4,3,4,2,3,Meet Expectation
Middle-aged labor group,Female,Married,2,Life Sciences,Manufacturing Director,2,4,2,10,8,2,Needs Improvement
Main labor group,Male,Single,1,Human Resources,Human Resources,2,4,2,10,1,4,Exceed Expectation
Main labor group,Male,Divorced,4,Life Sciences,Manager R&D,1,1,3,22,7,2,Needs Improvement
Main labor group,Female,Married,2,Life Sciences,Research Scientist,2,3,2,1,0,3,Meet Expectation
Main labor group,Female,Single,2,Medical,Sales Executive,1,2,2,9,7,3,Meet Expectation
Middle-aged labor group,Female,Divorced,3,Medical,Manager,4,2,3,24,17,3,Meet Expectation
Middle-aged labor group,Male,Married,4,Life Sciences,Healthcare Representative,2,4,3,10,0,3,Meet Expectation
Main labor group,Male,Married,4,Technical Degree,Research Scientist,4,2,3,5,2,4,Exceed Expectation
Old labor group,Male,Single,2,Life Sciences,Manager R&D,1,4,3,5,2,2,Needs Improvement
Main labor group,Male,Married,2,Marketing,Sales Executive,3,3,1,12,2,2,Needs Improvement
Middle-aged labor group,Female,Married,3,Marketing,Sales Executive,3,3,3,14,4,4,Exceed Expectation
Middle-aged labor group,Male,Married,3,Medical,Manager R&D,3,2,4,18,7,3,Meet Expectation
Main labor group,Female,Divorced,2,Medical,Sales Executive,3,4,3,8,2,3,Meet Expectation
Main labor group,Female,Married,1,Medical,Sales Executive,4,3,2,9,2,3,Meet Expectation
Main labor group,Female,Divorced,3,Medical,Laboratory Technician,1,2,2,4,2,2,Needs Improvement
Main labor group,Male,Married,3,Other,Manager R&D,3,1,3,8,7,3,Meet Expectation
Middle-aged labor group,Male,Single,4,Medical,Manager R&D,2,3,3,12,2,3,Meet Expectation
Main labor group,Male,Single,4,Marketing,Sales Executive,2,2,2,10,4,3,Meet Expectation
Main labor group,Male,Married,2,Life Sciences,Sales Executive,3,3,3,7,7,3,Meet Expectation
Main labor group,Female,Married,4,Life Sciences,Sales Executive,1,3,3,10,2,2,Needs Improvement
Main labor group,Male,Married,4,Technical Degree,Manager R&D,2,3,2,6,3,2,Needs Improvement
Main labor group,Male,Married,4,Other,Research Scientist,3,2,3,16,10,3,Meet Expectation
Middle-aged labor group,Male,Married,4,Technical Degree,Manager R&D,3,3,4,16,7,3,Meet Expectation
Old labor group,Female,Married,5,Marketing,Sales Executive,4,3,3,6,0,3,Meet Expectation
Main labor group,Female,Divorced,3,Medical,Manager R&D,4,3,3,20,11,3,Meet Expectation
Old labor group,Female,Married,3,Life Sciences,Manager,4,3,2,29,0,3,Meet Expectation
Main labor group,Female,Single,2,Life Sciences,Research Scientist,1,1,3,8,1,3,Meet Expectation
Main labor group,Male,Divorced,2,Life Sciences,Manager R&D,2,4,4,10,2,4,Exceed Expectation
Middle-aged labor group,Male,Married,1,Life Sciences,Manager R&D,2,4,3,28,4,2,Needs Improvement
Middle-aged labor group,Male,Divorced,4,Marketing,Sales Executive,2,3,3,14,0,3,Meet Expectation
Main labor group,Female,Married,3,Human Resources,Human Resources,1,1,3,1,0,3,Meet Expectation
Main labor group,Male,Married,4,Medical,Sales Executive,2,4,1,6,3,2,Needs Improvement
Main labor group,Male,Single,3,Medical,Manager R&D,3,3,2,5,3,3,Meet Expectation
Main labor group,Male,Divorced,2,Medical,Research Scientist,3,4,4,4,2,3,Meet Expectation
Main labor group,Male,Married,4,Life Sciences,Manager R&D,1,2,3,5,4,3,Meet Expectation
Main labor group,Male,Single,3,Marketing,Sales Executive,1,1,2,14,8,2,Needs Improvement
Main labor group,Male,Divorced,4,Medical,Sales Executive,4,3,2,9,7,3,Meet Expectation
Main labor group,Male,Single,3,Medical,Laboratory Technician,3,4,2,8,7,3,Meet Expectation
Main labor group,Female,Divorced,4,Medical,Manager R&D,3,2,3,9,1,3,Meet Expectation
Main labor group,Male,Divorced,3,Technical Degree,Manager R&D,3,1,2,6,1,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Sales Representative,1,1,2,20,0,3,Meet Expectation
Main labor group,Female,Married,4,Life Sciences,Sales Executive,3,4,3,10,8,3,Meet Expectation
Main labor group,Male,Single,3,Marketing,Sales Executive,4,1,3,7,7,3,Meet Expectation
Main labor group,Male,Single,4,Life Sciences,Manager R&D,4,2,3,8,0,4,Exceed Expectation
Main labor group,Male,Married,4,Marketing,Sales Executive,1,3,3,10,7,3,Meet Expectation
Old labor group,Male,Single,4,Life Sciences,Sales Executive,1,2,2,15,2,2,Needs Improvement
Old labor group,Female,Married,2,Life Sciences,Research Scientist,1,3,2,9,3,2,Needs Improvement
Main labor group,Male,Divorced,2,Life Sciences,Manager R&D,4,3,3,9,7,4,Exceed Expectation
Middle-aged labor group,Male,Married,3,Life Sciences,Healthcare Representative,1,2,3,10,9,3,Meet Expectation
Main labor group,Male,Married,4,Other,Human Resources,4,2,3,7,2,3,Meet Expectation
Old labor group,Male,Married,4,Human Resources,Manager,3,1,3,35,9,3,Meet Expectation
Main labor group,Female,Divorced,1,Medical,Manager R&D,4,3,3,1,0,3,Meet Expectation
Main labor group,Male,Single,4,Marketing,Sales Executive,2,1,3,21,8,2,Needs Improvement
Middle-aged labor group,Male,Single,2,Life Sciences,Research Scientist,4,4,3,20,9,3,Meet Expectation
Main labor group,Female,Married,3,Medical,Research Director,3,3,4,13,7,5,Outstanding
Old labor group,Female,Single,3,Medical,Manufacturing Director,3,4,3,9,2,3,Meet Expectation
Young labor group,Male,Single,2,Life Sciences,Healthcare Representative,2,2,2,4,3,2,Needs Improvement
Young labor group,Male,Single,2,Other,Laboratory Technician,4,3,4,5,2,3,Meet Expectation
Main labor group,Female,Married,3,Technical Degree,Laboratory Technician,4,1,4,10,9,3,Meet Expectation
Main labor group,Female,Married,2,Marketing,Sales Executive,2,3,3,15,8,2,Needs Improvement
Main labor group,Female,Married,3,Human Resources,Human Resources,3,3,3,6,0,3,Meet Expectation
Main labor group,Male,Married,2,Medical,Laboratory Technician,4,3,2,12,8,3,Meet Expectation
Main labor group,Male,Divorced,1,Other,Laboratory Technician,4,3,2,7,2,3,Meet Expectation
Middle-aged labor group,Male,Single,3,Medical,Manager R&D,1,2,3,25,14,2,Needs Improvement
Main labor group,Male,Married,4,Life Sciences,Sales Executive,4,1,3,16,13,3,Meet Expectation
Main labor group,Male,Married,2,Life Sciences,Sales Representative,1,3,3,3,2,2,Needs Improvement
Middle-aged labor group,Male,Divorced,4,Life Sciences,Research Scientist,4,3,2,9,3,3,Meet Expectation
Middle-aged labor group,Male,Married,3,Life Sciences,Research Scientist,4,1,3,12,3,4,Exceed Expectation
Middle-aged labor group,Female,Married,1,Medical,Research Scientist,3,1,1,14,8,2,Needs Improvement
Main labor group,Male,Married,4,Medical,Research Director,4,3,3,5,2,3,Meet Expectation
Young labor group,Male,Single,2,Life Sciences,Research Scientist,4,4,4,4,2,3,Meet Expectation
Main labor group,Male,Single,4,Medical,Research Scientist,2,2,3,10,7,3,Meet Expectation
Main labor group,Female,Married,2,Medical,Healthcare Representative,2,1,3,10,7,2,Needs Improvement
Main labor group,Female,Single,4,Life Sciences,Laboratory Technician,3,3,3,6,2,3,Meet Expectation
Main labor group,Male,Married,4,Life Sciences,Laboratory Technician,1,3,2,8,0,3,Meet Expectation
Main labor group,Male,Married,4,Medical,Sales Representative,2,2,3,3,2,2,Needs Improvement
Main labor group,Male,Single,1,Life Sciences,Research Scientist,1,1,3,18,7,2,Needs Improvement
Main labor group,Female,Married,3,Medical,Research Director,2,1,3,20,16,2,Needs Improvement
Main labor group,Female,Married,3,Life Sciences,Research Director,3,1,3,16,11,4,Exceed Expectation
Main labor group,Female,Divorced,2,Other,Sales Executive,1,2,2,6,3,3,Meet Expectation
Old labor group,Male,Divorced,4,Life Sciences,Sales Representative,1,2,2,16,8,3,Meet Expectation
Middle-aged labor group,Male,Single,3,Medical,Research Scientist,2,3,3,6,3,2,Needs Improvement
Young labor group,Male,Single,1,Medical,Sales Representative,3,4,3,2,2,3,Meet Expectation
Young labor group,Male,Married,3,Marketing,Sales Representative,4,1,2,1,0,3,Meet Expectation
Main labor group,Female,Married,3,Medical,Sales Executive,1,3,3,10,7,2,Needs Improvement
Main labor group,Female,Divorced,2,Life Sciences,Manufacturing Director,4,2,3,18,2,3,Meet Expectation
Old labor group,Male,Divorced,4,Life Sciences,Healthcare Representative,3,1,2,13,12,4,Exceed Expectation
Main labor group,Male,Married,4,Medical,Research Scientist,1,2,4,4,2,2,Needs Improvement
Old labor group,Male,Married,2,Technical Degree,Laboratory Technician,4,4,1,14,9,2,Needs Improvement
Middle-aged labor group,Female,Married,4,Life Sciences,Manufacturing Director,1,3,3,21,7,3,Meet Expectation
Main labor group,Female,Married,3,Marketing,Sales Executive,4,4,3,8,7,4,Exceed Expectation
Main labor group,Male,Divorced,4,Marketing,Sales Executive,4,1,2,15,12,4,Exceed Expectation
Middle-aged labor group,Male,Divorced,3,Life Sciences,Sales Executive,3,3,3,14,4,3,Meet Expectation
Main labor group,Male,Single,3,Technical Degree,Research Scientist,4,4,3,4,2,3,Meet Expectation
Main labor group,Female,Single,4,Life Sciences,Human Resources,3,3,3,9,0,3,Meet Expectation
Main labor group,Female,Married,2,Life Sciences,Sales Executive,1,3,3,10,7,2,Needs Improvement
Middle-aged labor group,Male,Divorced,4,Life Sciences,Sales Executive,2,4,3,12,3,4,Exceed Expectation
Main labor group,Female,Married,4,Marketing,Sales Executive,2,1,2,8,3,3,Meet Expectation
Main labor group,Male,Single,4,Life Sciences,Research Scientist,3,4,3,8,2,3,Meet Expectation
Main labor group,Male,Married,4,Life Sciences,Research Scientist,3,4,4,10,2,3,Meet Expectation
Main labor group,Female,Married,4,Medical,Research Scientist,3,2,3,20,3,3,Meet Expectation
Main labor group,Female,Married,4,Life Sciences,Research Scientist,3,4,3,4,3,3,Meet Expectation
Main labor group,Male,Married,2,Other,Research Scientist,4,1,3,10,3,3,Meet Expectation
Main labor group,Female,Single,4,Medical,Research Scientist,4,2,1,5,4,2,Needs Improvement
Middle-aged labor group,Male,Divorced,3,Marketing,Sales Executive,4,2,3,20,2,3,Meet Expectation
Main labor group,Female,Married,1,Marketing,Sales Executive,2,1,2,21,9,2,Needs Improvement
Main labor group,Male,Single,3,Medical,Manufacturing Director,2,2,3,10,4,2,Needs Improvement
Main labor group,Female,Single,3,Other,Sales Representative,4,4,3,5,2,3,Meet Expectation
Main labor group,Male,Married,1,Medical,Healthcare Representative,4,1,3,9,7,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Manufacturing Director,2,2,3,6,2,3,Meet Expectation
Middle-aged labor group,Male,Married,3,Medical,Sales Executive,4,4,2,17,6,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Laboratory Technician,2,1,4,6,3,3,Meet Expectation
Middle-aged labor group,Female,Single,2,Life Sciences,Sales Executive,2,1,1,8,4,2,Needs Improvement
Main labor group,Male,Married,1,Medical,Developer,1,4,3,6,2,2,Needs Improvement
Main labor group,Male,Single,2,Life Sciences,Senior Developer,4,3,2,8,7,3,Meet Expectation
Old labor group,Female,Married,3,Medical,Senior Developer,3,1,2,12,0,4,Exceed Expectation
Main labor group,Male,Divorced,1,Life Sciences,Senior Developer,4,2,3,1,0,4,Exceed Expectation
Main labor group,Male,Married,3,Medical,Senior Developer,3,2,2,17,7,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Developer,1,3,3,6,4,3,Meet Expectation
Main labor group,Male,Divorced,1,Life Sciences,Developer,1,4,2,5,2,2,Needs Improvement
Main labor group,Male,Divorced,2,Medical,Senior Developer,2,3,3,3,2,2,Needs Improvement
Main labor group,Male,Single,3,Life Sciences,Developer,3,2,3,6,2,3,Meet Expectation
Main labor group,Female,Divorced,4,Life Sciences,Senior Developer,2,3,3,10,9,2,Needs Improvement
Young labor group,Male,Divorced,2,Medical,Senior Developer,4,2,2,1,0,3,Meet Expectation
Old labor group,Female,Married,4,Life Sciences,Manager,1,3,3,31,8,2,Needs Improvement
Main labor group,Male,Single,3,Life Sciences,Developer,4,3,3,6,2,3,Meet Expectation
Young labor group,Female,Divorced,2,Other,Developer,1,4,2,5,2,3,Meet Expectation
Main labor group,Female,Single,4,Life Sciences,Developer,1,3,3,13,6,3,Meet Expectation
Main labor group,Male,Single,1,Medical,Developer,2,3,3,8,2,3,Meet Expectation
Old labor group,Female,Divorced,3,Other,Senior Developer,3,4,2,26,13,3,Meet Expectation
Main labor group,Female,Single,1,Life Sciences,Senior Developer,2,2,3,10,2,3,Meet Expectation
Middle-aged labor group,Male,Married,4,Marketing,Sales Executive,3,4,3,10,7,3,Meet Expectation
Middle-aged labor group,Female,Married,4,Medical,Developer,1,4,3,24,6,3,Meet Expectation
Middle-aged labor group,Female,Single,4,Marketing,Manager,2,4,2,22,2,2,Needs Improvement
Main labor group,Male,Single,3,Medical,Developer,3,4,3,7,1,3,Meet Expectation
Middle-aged labor group,Male,Married,4,Other,Technical Architect,4,4,4,9,2,3,Meet Expectation
Young labor group,Male,Married,3,Medical,Developer,2,1,2,6,0,3,Meet Expectation
Middle-aged labor group,Female,Divorced,2,Medical,Technical Architect,4,4,2,6,3,3,Meet Expectation
Middle-aged labor group,Male,Married,2,Marketing,Sales Representative,1,3,3,3,2,3,Meet Expectation
Main labor group,Female,Married,3,Marketing,Sales Representative,4,1,3,2,2,3,Meet Expectation
Main labor group,Female,Married,4,Life Sciences,Developer,2,4,4,6,1,3,Meet Expectation
Main labor group,Female,Married,3,Life Sciences,Sales Executive,3,1,3,10,3,3,Meet Expectation
Main labor group,Male,Divorced,2,Other,Developer,3,3,3,1,0,3,Meet Expectation
Main labor group,Female,Divorced,4,Life Sciences,Technical Architect,4,4,3,1,0,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Technical Architect,1,3,2,1,0,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Sales Executive,4,4,3,9,8,3,Meet Expectation
Main labor group,Female,Single,2,Medical,Developer,3,4,3,12,8,4,Exceed Expectation
Main labor group,Male,Single,4,Marketing,Sales Executive,2,3,3,10,5,2,Needs Improvement
Main labor group,Male,Married,2,Life Sciences,Developer,2,1,3,8,0,4,Exceed Expectation
Middle-aged labor group,Male,Single,4,Marketing,Sales Executive,1,3,3,14,6,3,Meet Expectation
Main labor group,Male,Married,1,Life Sciences,Technical Architect,4,4,3,1,0,3,Meet Expectation
Middle-aged labor group,Male,Single,2,Life Sciences,Developer,1,4,3,23,0,3,Meet Expectation
Main labor group,Male,Single,4,Technical Degree,Technical Architect,3,3,2,2,2,3,Meet Expectation
Middle-aged labor group,Female,Divorced,5,Marketing,Sales Executive,2,3,2,9,3,2,Needs Improvement
Main labor group,Male,Married,2,Medical,Technical Architect,3,3,3,10,0,3,Meet Expectation
Main labor group,Female,Married,3,Marketing,Sales Executive,3,3,2,5,2,3,Meet Expectation
Main labor group,Female,Single,2,Life Sciences,Developer,1,3,3,15,14,2,Needs Improvement
Main labor group,Male,Married,5,Life Sciences,Sales Executive,2,4,2,9,8,2,Needs Improvement
Main labor group,Female,Married,4,Medical,Business Analyst,3,3,3,4,2,3,Meet Expectation
Main labor group,Male,Divorced,4,Life Sciences,Developer,4,4,2,10,7,4,Exceed Expectation
Main labor group,Male,Divorced,4,Life Sciences,Business Analyst,1,3,4,7,5,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Developer,1,2,3,9,8,3,Meet Expectation
Main labor group,Female,Single,5,Life Sciences,Developer,4,4,3,10,3,3,Meet Expectation
Middle-aged labor group,Female,Divorced,2,Medical,Developer,2,4,2,29,3,3,Meet Expectation
Old labor group,Female,Single,3,Life Sciences,Sales Executive,1,4,2,28,16,2,Needs Improvement
Main labor group,Female,Divorced,3,Technical Degree,Business Analyst,3,2,3,17,14,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Business Analyst,2,3,3,6,5,4,Exceed Expectation
Middle-aged labor group,Male,Divorced,3,Life Sciences,Business Analyst,2,3,3,25,0,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Developer,2,4,2,5,2,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Developer,4,1,2,2,0,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Business Analyst,3,4,3,6,4,4,Exceed Expectation
Main labor group,Male,Single,4,Medical,Business Analyst,3,2,3,1,1,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Developer,2,2,3,10,4,3,Meet Expectation
Main labor group,Female,Married,3,Life Sciences,Developer,2,2,3,5,0,3,Meet Expectation
Main labor group,Female,Single,4,Life Sciences,Developer,3,4,3,11,7,4,Exceed Expectation
Main labor group,Male,Single,4,Marketing,Sales Executive,3,2,3,16,13,3,Meet Expectation
Middle-aged labor group,Male,Divorced,2,Medical,Human Resources,2,4,3,16,2,3,Meet Expectation
Main labor group,Male,Married,1,Life Sciences,Developer,4,3,2,10,8,3,Meet Expectation
Main labor group,Male,Single,3,Medical,Business Analyst,2,1,3,6,4,3,Meet Expectation
Old labor group,Male,Married,2,Life Sciences,Sales Executive,1,4,3,24,0,3,Meet Expectation
Main labor group,Female,Divorced,3,Medical,Developer,2,4,3,17,11,3,Meet Expectation
Main labor group,Male,Married,2,Medical,Business Analyst,1,3,3,5,2,3,Meet Expectation
Young labor group,Male,Divorced,1,Technical Degree,Sales Representative,3,3,3,3,0,3,Meet Expectation
Main labor group,Male,Married,3,Life Sciences,Developer,3,1,3,11,10,3,Meet Expectation
Middle-aged labor group,Male,Single,2,Medical,Sales Executive,3,4,3,9,8,3,Meet Expectation
Main labor group,Male,Married,4,Life Sciences,Developer,3,4,2,22,3,4,Exceed Expectation
Old labor group,Male,Single,4,Marketing,Sales Executive,3,4,1,11,7,3,Meet Expectation
Main labor group,Female,Divorced,2,Medical,Sales Executive,3,2,2,11,8,3,Meet Expectation
Middle-aged labor group,Male,Married,3,Medical,Developer,3,3,2,21,9,3,Meet Expectation
Main labor group,Male,Single,4,Medical,Sales Executive,2,1,3,12,8,2,Needs Improvement
Young labor group,Female,Married,2,Other,Sales Executive,1,1,2,4,2,3,Meet Expectation
Main labor group,Male,Married,3,Medical,Sales Executive,2,2,4,5,4,4,Exceed Expectation
Old labor group,Male,Single,4,Medical,Sales Executive,4,3,2,38,10,3,Meet Expectation
Middle-aged labor group,Male,Married,3,Medical,Developer,2,3,4,17,2,3,Meet Expectation
Main labor group,Male,Divorced,4,Human Resources,Human Resources,3,4,3,7,2,4,Exceed Expectation
Main labor group,Male,Single,1,Life Sciences,Developer,4,4,3,1,0,3,Meet Expectation
Main labor group,Female,Single,4,Other,Developer,1,3,3,16,13,3,Meet Expectation
Main labor group,Male,Divorced,2,Life Sciences,Business Analyst,3,4,4,17,0,3,Meet Expectation
Middle-aged labor group,Female,Married,3,Life Sciences,Business Analyst,1,1,2,28,3,3,Meet Expectation
Main labor group,Male,Single,3,Marketing,Sales Executive,3,4,3,6,4,3,Meet Expectation
Main labor group,Male,Married,1,Medical,Business Analyst,4,3,3,2,2,3,Meet Expectation
Young labor group,Female,Single,3,Medical,Developer,2,3,3,1,0,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Developer,1,4,3,9,7,4,Exceed Expectation
Old labor group,Female,Single,3,Human Resources,Manager,4,3,3,23,3,3,Meet Expectation
Young labor group,Male,Married,1,Life Sciences,Business Analyst,2,3,3,6,3,3,Meet Expectation
Main labor group,Female,Divorced,4,Life Sciences,Business Analyst,3,3,3,12,0,3,Meet Expectation
Main labor group,Male,Single,3,Life Sciences,Sales Executive,3,1,3,12,3,3,Meet Expectation
Main labor group,Female,Single,3,Medical,Business Analyst,3,4,3,14,10,3,Meet Expectation
Main labor group,Female,Divorced,2,Life Sciences,Developer,1,1,3,7,0,4,Exceed Expectation
Middle-aged labor group,Male,Married,2,Life Sciences,Manager,3,4,4,25,12,3,Meet Expectation
Main labor group,Male,Married,2,Marketing,Sales Executive,3,1,4,8,7,3,Meet Expectation
Old labor group,Male,Single,3,Life Sciences,Developer,1,3,3,23,18,3,Meet Expectation
Main labor group,Male,Married,4,Life Sciences,Sales Executive,2,2,2,12,7,2,Needs Improvement
Main labor group,Female,Married,3,Other,Developer,3,3,2,5,4,3,Meet Expectation
Old labor group,Female,Married,4,Medical,Developer,4,4,2,40,10,3,Meet Expectation
